Location,Price_Period,Date_Added_Updated,Description,Serviced
Toyin Street Ikeja Lagos,"5,500,000/year","  Updated 07 Feb 2023, Added 20 Jan 2023 "," FOR RENT: 5 bedroom semi-detached duplex with a room bq @ off Toyin street, Ikeja... Read more ",
Chevron Lekki Lagos,"1,300,000/year","  Updated 07 Feb 2023, Added 15 Jan 2023 ", FOR RENT: Nice and Standard Spacious Self Con apartment with kitchen available in a Serene.. Read more ,
Sangotedo Ajah Lagos,"900,000/year","  Updated 07 Feb 2023, Added 28 Jan 2023 ", FOR RENT: 2 bedroom Flat / Apartment for rent at Sangotedo Rent 900k Agreement 90k Age.. Read more ,
Adeniyi Jones Ikeja Lagos,"40,000/sqm","  Updated 07 Feb 2023, Added 21 Sep 2022 ", FOR RENT: 156sqr mtrs office To Let on Adeniyi jones Avenue Ikeja - 40k/sqr mtr Felix.. Read more ,Newly Built
Agungi Lekki Lagos,"2,800,000/year","  Updated 07 Feb 2023, Added 03 Feb 2023 "," FOR RENT: Tastefully finished and Spacious 2 Bedroom Apartment To Let @ Agungi, Lekki Lago.. Read more ",
Chevron Lekki Lagos,"5,500,000/year","  Updated 07 Feb 2023, Added 17 Jan 2023 ", FOR RENT: For Rent A Newly Built 4 Bedroom Fully Detached Duplex with Bq at Chevron. A.. Read more ,Newly Built
Ogudu Lagos,"1,000,000/year","  Updated 07 Feb 2023, Added 23 Jan 2023 "," FOR RENT: To let spacious newly built mini flat at ogudu,,, Price 1m,,, .. Read more ",
Orchid Road Chevron Lekki Lagos,"5,000,000/year","  Updated 07 Feb 2023, Added 29 Dec 2022 "," FOR RENT: FOR RENT: 4 Bedroom Semidetached Duplex Orchid Road, 2nd Toll Gate Lekki, .. Read more ",
Banana Island Ikoyi Lagos,"30,000,000/year","  Updated 07 Feb 2023, Added 23 Jan 2023 "," FOR RENT: 4 bedroom Semi-detached Duplexes Banana Island, ikoyi... Read more ",Serviced
Ligali Ayorinde Victoria Island Lagos,"15,000,000/year","  Updated 07 Feb 2023, Added 29 Dec 2022 ", FOR RENT: 15m net 3 years payment RCD 1m Agency 10% Legal 10%.. Read more ,
Off Oduduwa Crescent Ikeja Gra Ikeja Lagos,"10,000,000/year","  Updated 07 Feb 2023, Added 01 Feb 2023 "," FOR RENT: A 5 bedroom fully detached duplex with room bq at ikeja gra, ikeja, Lagos State... Read more ",
Parkview Estate Ago Palace Okota Lagos,"1,000,000/year","  Updated 07 Feb 2023, Added 16 Dec 2022 ", FOR RENT: Rent an Executive 3 Bedroom Flat in Parkview Estate Ago Palace Okota very decent.. Read more ,
S P G Ologolo Lekki Lagos,"4,500,000/year","  Updated 07 Feb 2023, Added 02 Feb 2023 ", FOR RENT: 5 bedroom semi detach duplex.. Read more ,
Ilaje Ajah Lagos,"2,500,000/year","  Updated 07 Feb 2023, Added 17 Jan 2023 ", FOR RENT: A 3 bedroom semi-detached duplex in a very cool and Serene environment. The prop.. Read more ,Newly Built
Transformer Bus Stop Bucknor. Bucknor Isolo Lagos,"650,000/year","  Updated 07 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Newly built spacious mini flat at Transformer bus stop Bucknor... Read more ,Newly Built
Lawanson Surulere Lagos,"650,000/year","  Updated 07 Feb 2023, Added 26 Jan 2023 "," FOR RENT: Massive 1bedroom apartment upstairs with 1toilet 1bath, kitchen cabinet, persona.. Read more ",
Lekki Phase 1 Lekki Lagos,"2,500,000/year","  Updated 07 Feb 2023, Added 22 Dec 2022 ", FOR RENT: 1bedeoom Studio apartment with kitchen......2.5m service charge 1.5m 24hrs light.. Read more ,
Ikeja Gra Ikeja Lagos,"1,000,000/year","  Updated 07 Feb 2023, Added 06 Jan 2023 ", FOR RENT: Mini flat ikeja GRA for rent 1m (2yrs) Responsible Male matured client preferred.. Read more ,Newly Built
Ajiran Agungi Lekki Lagos,"600,000/year","  Updated 07 Feb 2023, Added 30 Dec 2022 "," FOR RENT: A Room Self Contain A Clean, Nice, Standard apartment, A gated and secured com.. Read more ",
Olowora Ojodu Lagos,"1,000,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Spacious apartment Easy to navigate Reserved neighborhood Motorable road 3to.. Read more ,
Majek Sangotedo Ajah Lagos,"4,000,000/year","  Updated 07 Feb 2023, Added 16 Jan 2023 ", FOR RENT: Letting 5 bedrooms duplex WTH a Miniflat bq attached to its back WTH separat.. Read more ,ServicedNewly Built
Lekki County Homes Lekki Lagos,"3,000,000/year","  Updated 07 Feb 2023, Added 07 Jan 2023 ", FOR RENT: 4 BEDROOM TERRACE DUPLEX FOR RENT LEKKI COUNTY HOMES RENT 3M AGENCY/ AGREE.. Read more ,
Nicon Town Lekki Lagos,"20,000,000/year","  Updated 07 Feb 2023, Added 22 Dec 2022 ", FOR RENT: 5-Bedroom Fully Detached House With A BQ. N20 Million (Preferably 2 years) .. Read more ,
Eko Pearl Eko Atlantic Eko Atlantic Victoria Island Lagos,"140,000/year","  Updated 07 Feb 2023, Added 28 Jan 2023 ", FOR RENT: *Available for lease in Eko Atlantic* 1 bedroom is $70k usd (Per annum) 2 be.. Read more ,FurnishedServiced
Ago Palace Okota Lagos,"1,200,000/year","  Updated 07 Feb 2023, Added 23 Jan 2023 ", FOR RENT: Rent a Fantastic 3 Bedroom Flat in Ago Palace Okota very decent new house with a.. Read more ,
Surulere Lagos,"1,200,000/year","  Updated 07 Feb 2023, Added 27 Sep 2022 ", FOR RENT: 3bedroom flat bungalow alone in the compound at akerele surulere 1.2m.. Read more ,
Soluyi Gbagada Lagos,"2,000,000/year","  Updated 07 Feb 2023, Added 21 Jan 2023 "," FOR RENT: 3 bedroom flat available at Peace Estate, Soluyi Gbagada. All rooms ensuite Uppe.. Read more ",
Oregun Ikeja Lagos,"3,000,000/year","  Updated 07 Feb 2023, Added 15 Jan 2023 ", FOR RENT: 3 bedroom Flat / Apartment for rent Off Ikosi Road Oregun Ikeja Lagos.. Read more ,
Lekki Phase 1 Lekki Lagos,"8,000,000/year","  Updated 07 Feb 2023, Added 02 Feb 2023 ", FOR RENT: For Rent: 3 bedroom flat Location: lekki phase1 Rent: 8million (2years pay.. Read more ,Serviced
Oke Ira Ogba Lagos,"900,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Newly renovated house and apartment Upstairs with a seperated staircase In a m.. Read more ,
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"10,000,000/year","  Updated 07 Feb 2023, Added 20 Jan 2023 ", FOR RENT: 5k refundable inspection fees .. Read more ,
Off Adelabu Surulere Lagos,"700,000/year","  Updated 07 Feb 2023, Added 19 May 2022 "," FOR RENT: renovation lovely room self contain,11 by 18 feet, #700×1yr at off adelabu Surul.. Read more ",
Lekki Scheme 2 Estate. Lekki Phase 2 Lekki Lagos,"3,000,000/year","  Updated 07 Feb 2023, Added 06 Jan 2023 "," FOR RENT: Newly Built 4 bedroom terraced apartment with BQ and study room, for family or c.. Read more ",FurnishedNewly Built
Off Queens Drive Old Ikoyi Ikoyi Lagos,"35,000,000/year","  Updated 07 Feb 2023, Added 29 Jan 2023 "," FOR RENT: 4 Bedroom Detached Bungalow with 2 Rooms BQ To Let at off Queens Drive, Ikoyi La.. Read more ",
Ikeja Lagos,"7,000,000/year","  Updated 07 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Rent: NGN7M Service Charge: NGN720k Power Rate: N100/Kwh Agency: 10% Legal:1.. Read more ,Serviced
Ifako Gbagada Gbagada Lagos,"1,300,000/year","  Updated 07 Feb 2023, Added 09 Jan 2023 "," FOR RENT: Spacious 3bedroom up-flat, with Terrazo floor, dining, visitor toilet, 1room ens.. Read more ",
Awoyaya Ajah Lagos,"1,000,000/year","  Updated 07 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Brand new 2 bedroom flat in a nice environment Rent 1m Agency 100k Caution 10.. Read more ,Newly Built
